description,hashtags,likes,comments,reposts,type,links/tags,link
"Malicious actors with adequate resources can intercept and store sensitive data flowing in today’s networks. This data can then be harvested later when Y2Q strikes. Today’s encryption is at risk.\n\nThe following article by Security Magazine will help you better understand the need to protect your organization’s data, connected IoT devices, and communications against AI attacks and the looming Y2Q Quantum Threat.\n\nQuantropi Inc.’s TrUE quantum-secure cryptography platform QiSpace™ and Quantum Entropy as a Service (QEaaS) hardens an organization’s cryptographic security through True random key generation and quantum-secure distribution over TODAY’s Internet.\n\nLearn more: https://bit.ly/3NzfiJF\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard\n\nhttps://bit.ly/44Xf7PR","['#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",18,0,9,Article,"['www.linkedin.com/company/security-magazine/', 'www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF', 'bit.ly/44Xf7PR']",https://www.linkedin.com/feed/update/urn:li:activity:7084534777218772993
"We're #hiring a new Senior Technology Operations Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],7,0,2,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7047333585019658240
"We're #hiring two Senior C/C++ Developer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],8,4,2,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7046933538398445570
"Look forward to seeing you here – Day 2 – at the RSA Conference™ 2023, Moscone Center, San Francisco!\n\nPop by booth 𝗡-𝟱𝟮𝟬𝟬 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼 and ask us about recent breakthroughs using HYBRID ATTACK methods that incorporate AI and Machine Learning. These have drastically reduced the quantum capabilities required for “Y2Q” – the day bad actors will be in a position to break today’s encryption.\n\nWhile you’re here, enter our draw to win an epic 4K Drone pack – 𝗼𝗽𝗲𝗻 𝘁𝗼 𝗥𝗦𝗔 𝗖𝗼𝗻𝗳𝗲𝗿𝗲𝗻𝗰𝗲 𝗮𝘁𝘁𝗲𝗻𝗱𝗲𝗲𝘀 𝗼𝗻𝗹𝘆!\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#RSAC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",22,1,4,Image,"['www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/company/mosconecenter/']",https://www.linkedin.com/feed/update/urn:li:activity:7056695206456258560
Look forward to the Council of Canadian Innovators | Conseil Canadien des Innovateurs Summit May 15th in Toronto. Hope to see you there.\n\nLearn more about today's AI attacks and tomorrow's Y2Q quantum threat to cryptography - https://www.quantropi.com/.\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #investmentopportunities ,"['#BringItOn\u202f', '#Quantropi\u202f', '#Y2Q\u202f', '#technology\u202f', '#cryptography\u202f', '#quantumcryptography\u202f', '#Cybersecurity\u202f', '#investmentopportunities']",12,0,0,Image,"['www.linkedin.com/company/council-of-canadian-innovators/', 'www.quantropi.com/']",https://www.linkedin.com/feed/update/urn:li:activity:7060390797304594432
"Happy Canada Day! 🇨🇦 \n\nWishing all fellow Canadians a day filled with joy, pride, and unity!\n\n#HappyCanadaDay #Quantropi #BringItOn","['#HappyCanadaDay', '#Quantropi', '#BringItOn']",10,1,2,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:7080892804528234496
"We're #hiring a new Senior Software Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],5,1,1,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7044408495676215296
"#Qi_Insights By Quantropi Inc. The development of scalable and secure quantum communication systems and the establishment of standard protocols are essential for the widespread adoption of Post Quantum Cryptography. \n\nWhat do you feel is the biggest barrier to the widespread use of PQC? Protect your data, devices, and systems NOW with Quantropi Inc.’s #QiSpace™. Learn more: https://bit.ly/3NzfiJF \n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology ","['#Qi_Insights', '#QiSpace™.', '#Quantropi\u202f', '#BringItOn\u202f', '#Y2Q\u202f', '#QuantumReadyBoard\u202f', '#informationsecurity\u202f', '#quantumcomputing\u202f', '#technology']",3,0,0,Pool,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF']",https://www.linkedin.com/feed/update/urn:li:activity:7044308754896420864
"Make your IoT an Internet of Trust with uLoadXLQ!  Quantropi Inc.’s uLoadXLQ Quantum Secure Boot &amp; Installer is an advanced, post-quantum solution for IoT secure root of trust, firmware authentication, integrity and safety, and software lifecycle update.  Launched in partnership with Cypherbridge Systems, uLoadXLQ offers the IoT market a quick and cost-effective upgrade path to a secure post-quantum future.  Watch our latest video to learn more. https://lnkd.in/e8-6pV8b\n\nProtects your organization’s data, connected IoT devices, and communications against AI attacks and the looming Y2Q Quantum Threat.  Learn more about uLoadXLQ here: https://bit.ly/3JACiHh\n\nJames Nguyen Randy Kuang Michael Redding Jay Toth Raj Narula, P.Eng. Ken Dobell Colin Osing Nick Kuang\n\n#Quantropi #BringItOn #uLoadXLQ #IoT #Embedded #QuantumSecurity #cryptography #PQC #Cybersecurity #QuantumSecurityBoard","['#Quantropi\u202f', '#BringItOn', '#uLoadXLQ', '#IoT', '#Embedded', '#QuantumSecurity', '#cryptography', '#PQC', '#Cybersecurity', '#QuantumSecurityBoard']",10,0,4,Video,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/cypherbridge-systems/', 'lnkd.in/e8-6pV8b', 'bit.ly/3JACiHh', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc']",https://www.linkedin.com/feed/update/urn:li:activity:7079830548621193216
"I am delighted to extend my warmest congratulations to our colleague, Eric Chan, for his incredible contributions and epic art that have been recognized at the prestigious 2023 Library and Archives Canada Scholar Awards. It was an absolute pleasure to attend the ceremony last night and witness Eepmon's outstanding achievements being celebrated.Eepmon's dedication, hard work, and creative talent have undoubtedly earned them this recognition. His exceptional art pieces have not only brought beauty and inspiration to Quantropi Inc., but also to the broader community. We are truly fortunate to have such a talented and accomplished colleague amongst us..Once again, congratulations Eric Chan, you truly deserve this recognition, and we are proud of you. #talent # #art #creative #digitalart Nick Kuang James Nguyen Randy Kuang Ken Dobell","['#talent', '#', '#art', '#creative', '#digitalart']",22,4,"<span dir=""ltr"">Lily H</span></span><span class=""visually-hidden"">Lily H</span>\n</span>\n<span class=""update-components-actor__supplementary-actor-info t-black--light t-14 t-normal ml1"">\n<span",Video,"['www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k']",https://www.linkedin.com/feed/update/urn:li:activity:7062046106720817152
"#Qi_Insights By Quantropi Inc.\n\nQuantum-Secure Cryptography will touch every industry. It will revolutionize the way sensitive information is secured and transmitted.But in which field do you think Quantum Secure Cryptography will be most relevant?\n\nProtect your data, networks, systems and devices NOW with Quantropi Inc.’s #QiSpace™.Learn more: https://bit.ly/3NzfiJF\n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology","['#Qi_Insights', '#QiSpace™.Learn', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#QuantumReadyBoard', '#informationsecurity', '#quantumcomputing', '#technology']",4,0,0,Pool,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF']",https://www.linkedin.com/feed/update/urn:li:activity:7039672291185590272
"We're #hiring a new Senior Technology Operations Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],6,1,0,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7039384608047525888
"#Breaking Check out the latest edition of Techopia – Quantropi Inc. has been featured as a NEXT-GEN company!\n\nQueen St. Fare hosted a truly incredible night to toast the launch of the publication and to celebrate the success and growth of the industry. The event was attended by Quantropi Inc. CEO James Nguyen and VP Raj Narula, P.Eng.Many thanks to Ottawa Business Journal, EY and the sponsors of the magazine for this honour and for bringing together the brightest stars of the Ottawa tech community together for one fabulous night.\n\n#ottawabusinessjournal #Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology #cyptography #QuantumComputing #Cybersecurity #ottawabusiness #EY ","['#Breaking', '#ottawabusinessjournal', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#QuantumReadyBoard', '#informationsecurity', '#quantumcomputing', '#technology', '#cyptography', '#QuantumComputing', '#Cybersecurity', '#ottawabusiness', '#EY']",43,0,0,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/queen-st.-fare/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/company/ottawa-business-journal/', 'www.linkedin.com/company/ernstandyoung/']",https://www.linkedin.com/feed/update/urn:li:activity:7039337529191358465
"We're #hiring a new Embedded Software Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],6,1,2,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7039090255550926849
"Experts are spreading the word that it’s time to prepare for ""Y2Q"" - the day bad actors will be able to break today’s encryption.\n\nRead the article to understand the Y2Q threat and what is needed to protect public and private organizations’ data and communications from the looming AI and quantum attacks.\n\nQuantropi Inc.'s TrUE quantum-secure cryptography platform QiSpace™ and Quantum Entropy as a Service (QEaaS) hardens an organization's cryptographic security through True random key generation and quantum-secure distribution over TODAY’s Internet.\n\nLearn more: https://bit.ly/3NzfiJF\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard\n\nhttps://bit.ly/3Xz3Ti0","['#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",13,1,2,Article,"['www.linkedin.com/company/quantropi/', 'bit.ly/3NzfiJF', 'bit.ly/3Xz3Ti0']",https://www.linkedin.com/feed/update/urn:li:activity:7080530445968273408
"#RecapWe were honoured to participate in the STEM Recruitment Night 2.0 x Ottawa Sports and Entertainment Group (OSEG) networking event, at the TD Place arena, Ottawa.\n\nQuantropi Inc. is proud to be represented by our enterprising female colleagues Lily H and Maria Perepechaenko. What a great night for hockey and networking!\n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #technology #cyptography #QuantumComputing #Cybersecurity #recruitment #networking #sportsbusiness","['#RecapWe', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#QuantumReadyBoard', '#informationsecurity', '#technology', '#cyptography', '#QuantumComputing', '#Cybersecurity', '#recruitment', '#networking', '#sportsbusiness']",33,1,0,Image,"['www.linkedin.com/company/ottawa-sports-and-entertainment-group-oseg-/', 'www.linkedin.com/company/td/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAACnorZUBvKq1esj2w0QENcbZmklD8h7fxlM', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI']",https://www.linkedin.com/feed/update/urn:li:activity:7046164075025694721
"Born 107 years ago #Today on April 30, 1916, Claude Shannon was a mathematician, an electrical engineer, and a cryptographer universally recognized as ""the father of information theory"".\n\nThe 2nd picture was drawn by Eric Chan for Quantropi Inc. https://lnkd.in/gWm4u2ix",['#Today'],57,2,6,Image,"['www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'www.linkedin.com/company/quantropi/', 'lnkd.in/gWm4u2ix']",https://www.linkedin.com/feed/update/urn:li:activity:7058676200646316032
"We're #hiring a new Cloud Deployment Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],1,0,0,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7039751750479699969
"We're #hiring a new Senior Technology Operations Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],7,0,4,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7029855259644559360
"Quantropi Inc. in partnership with Cypherbridge Systems recently launched a quantum-secure boot loader and software signing solution for IoT platforms. \n\nuLoadXLQ is uniquely engineered for high performance in embedded systems with limited compute and memory resources, offering the IoT market a quick and cost-effective upgrade path to a secure post-quantum future.  Learn more about uLoadXLQ, here: http://bit.ly/3JUrd35  Protect your data, connected IoT devices, and communications, now and forever, with QiSpace™. https://bit.ly/43wLJ2j #uloadXLQ #bootloader #IoT #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard ","['#uloadXLQ', '#bootloader', '#IoT', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",12,0,5,Video,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/cypherbridge-systems/', 'bit.ly/43wLJ2j']",https://www.linkedin.com/feed/update/urn:li:activity:7072943166550626304
Inspiring Keynote to open up RSA Conference 2023 by John Chambers and General Richard Clarke on Cybersecurity and Military Defense. JC2 Ventures Quantropi Inc.,[],14,0,"<span dir=""ltr"">Raj Narula, P.Eng.</span></span><span class=""visually-hidden"">Raj Narula, P.Eng.</span>\n</span>\n<span class=""update-components-actor__supplementary-actor-info t-black--light t-14 t-normal ml1"">\n<span",Image,"['www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/in/ACoAABXJvPgBXkOO2YtWhijM0wkeenQrlhpRHrU', 'www.linkedin.com/company/jc2ventures/', 'www.linkedin.com/company/quantropi/']",https://www.linkedin.com/feed/update/urn:li:activity:7057030406998487040
RSAC 2023  great kickoff with Rob Joyce National Security Agency Sami Khoury Rita Erfurt -Australia and Felicity Oswald -UK all talking about International Coalitions. Quantropi Inc.,[],20,0,"<span dir=""ltr"">Raj Narula, P.Eng.</span></span><span class=""visually-hidden"">Raj Narula, P.Eng.</span>\n</span>\n<span class=""update-components-actor__supplementary-actor-info t-black--light t-14 t-normal ml1"">\n<span",Image,"['www.linkedin.com/company/rsac-2023/', 'www.linkedin.com/in/ACoAABzlvCMBLr7X8Ce5LnzR19Jg4XYk0XqGRNU', 'www.linkedin.com/company/national-security-agency/', 'www.linkedin.com/in/ACoAAAS4dwoB83iLxO0d0EdvFzgIn6MnRFXkDCM', 'www.linkedin.com/company/quantropi/']",https://www.linkedin.com/feed/update/urn:li:activity:7056662574972456961
"We're #hiring a new Senior Software Engineer in Ottawa, Ontario. Apply today or share this post with your network.",['#hiring'],1,0,0,Video,[],https://www.linkedin.com/feed/update/urn:li:activity:7036395858354962432
"It's time to celebrate the best of the best in Ottawa! \n\nThe 2023 Ottawa Awards are here and we're grateful to be nominated in three categories.Start-Up of the Year -- https://lnkd.in/gnbpHtcuBest Place to Work (Under 25 People) -- https://lnkd.in/gJhQkDvYJames Nguyen for Entrepreneur of the Year -- https://lnkd.in/gUGfPWZr\n\nThe Ottawa Awards celebrate the people, places, and businesses that make Ottawa a world-class city. We're proud to be recognized among such an esteemed group of nominees.In case you live in the Greater Capital Region or are familiar with the City of Ottawa well, don't miss this chance to vote - now until February 18th.Let's show Ottawa what we're made of!!\n\nMichael Redding Randy Kuang Jay Toth Raj Narula, P.Eng.Ken Dobell Colin Osing Lily H Catherine Bui Eric Chan\n\n#Quantropi #BringItOn #TheOttawaAwards2023 #StartUpOfTheYear #BestPlaceToWork #JamesNguyen #EntrepreneurOfTheYear","['#Quantropi', '#BringItOn', '#TheOttawaAwards2023', '#StartUpOfTheYear', '#BestPlaceToWork', '#JamesNguyen', '#EntrepreneurOfTheYear']",18,3,3,Video,"['lnkd.in/gnbpHtcu', 'lnkd.in/gJhQkDvY', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'lnkd.in/gUGfPWZr', 'www.linkedin.com/company/city-of-ottawa/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAACnorZUBvKq1esj2w0QENcbZmklD8h7fxlM', 'www.linkedin.com/in/ACoAABPupUEBBiTIhDYenCAIO64ltM33bAEqjCw', 'www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE']",https://www.linkedin.com/feed/update/urn:li:activity:7022258995818086401
